query_template,params,startup_cost,total_cost,plan_rows,plan_width,num_nodes,plan_depth,num_relations,n_seq_scan,n_index_scan,n_bitmap_scan,n_hash_join,n_merge_join,n_nested_loop,n_sort,n_aggregate,n_gather,n_materialize,workers_planned,sum_est_rows,max_est_rows,est_scan_rows,sum_est_width,cost_per_est_row,startup_cost_frac,n_joins,planning_time_ms,execution_time_ms,actual_root_rows,query_id
Q10,"{""date"": ""1993-11-01""}",195163.8,195163.85,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1090240,599455,686131,1716,9293.516666666666,0.9999946199328413,3,1.011,830.819,20.0,516
Q9,"{""color"": ""smoke""}",55523.44,55541.31,120,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,359129,333333,337570,575,459.0190909090909,0.9996602589989506,5,2.969,3316.048,175.0,517
Q7,"{""nation1"": ""JAPAN"", ""nation2"": ""INDIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.632,5238.258,4.0,518
Q14,"{""date"": ""1996-02-01""}",112869.23,112869.24,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,296946,83333,112963,259,56434.62,0.9999910516713705,1,0.336,207.395,1.0,519
Q16,"{""brand"": ""Brand#52"", ""typeprefix"": ""SMALL POLISHED"", ""sizes"": ""20, 23, 28, 33, 38, 42, 49, 50""}",35773.21,35813.06,15939,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331180,166667,178949,300,2.246741530740276,0.9988593865090973,1,0.447,712.23,18150.0,520
Q3,"{""segment"": ""BUILDING"", ""date"": ""1995-03-19""}",203090.43,203090.46,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1620573,320481,318487,256,18462.76909090909,0.9999949283933456,2,0.726,660.837,10.0,521
Q2,"{""size"": 14, ""type"": ""COPPER"", ""region"": ""ASIA""}",57272.82,57272.83,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343330,160000,10460,1634,28636.415,0.9999823654189007,7,1.409,595.602,100.0,522
Q9,"{""color"": ""purple""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,2.992,3373.958,175.0,523
Q7,"{""nation1"": ""PERU"", ""nation2"": ""ETHIOPIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.641,5279.747,4.0,524
Q21,"{""nation"": ""BRAZIL""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.382,3243.066,100.0,525
Q16,"{""brand"": ""Brand#11"", ""typeprefix"": ""MEDIUM ANODIZED"", ""sizes"": ""6, 7, 15, 18, 33, 35, 42, 50""}",36139.03,36179.49,16184,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,336438,166667,179390,300,2.235371640407785,0.9988540785379082,1,0.493,715.367,18155.0,526
Q9,"{""color"": ""cornsilk""}",43023.96,43034.68,72,90,15,8,6,2,4,0,1,0,4,1,1,1,0,2,12978,10102,2557,571,589.5161643835617,0.9997276678328307,5,2.962,3296.401,175.0,527
Q2,"{""size"": 43, ""type"": ""NICKEL"", ""region"": ""ASIA""}",58987.13,58987.13,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343429,160000,10489,1634,29493.565,0.9999830474368318,7,1.374,587.066,100.0,528
Q22,"{""codes"": ""'10', '12', '13', '21', '22', '30', '31'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.422,112.997,7.0,529
Q11,"{""nation"": ""EGYPT""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.583,209.33,699.0,530
Q12,"{""m1"": ""MAIL"", ""m2"": ""SHIP"", ""date"": ""1996-01-01""}",210312.76,210561.55,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,674294,624951,637279,185,26320.19375,0.9988137016767703,1,0.399,676.096,2.0,531
Q4,"{""date"": ""1996-03-01""}",71429.04,71474.22,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,93386,57685,24041,128,11912.37,0.999353901953712,1,0.305,298.59,5.0,532
Q19,"{""b1"": ""Brand#53"", ""b2"": ""Brand#35"", ""b3"": ""Brand#52"", ""q1"": 2, ""q2"": 17, ""q3"": 26}",33481.02,33481.03,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,261,208,209,159,16740.515,0.999969834564989,1,0.539,77.887,1.0,533
Q2,"{""size"": 8, ""type"": ""BRASS"", ""region"": ""EUROPE""}",55120.2,55120.21,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343205,160000,10423,1634,27560.105,0.9999816767447594,7,1.397,633.552,100.0,534
Q3,"{""segment"": ""HOUSEHOLD"", ""date"": ""1995-03-08""}",204874.81,204874.84,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1634295,324695,315577,256,18624.985454545455,0.999994972564847,2,0.726,785.8,10.0,535
Q13,"{""w1"": ""unusual"", ""w2"": ""accounts""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.767,1062.886,42.0,536
Q14,"{""date"": ""1995-12-01""}",115708.25,115708.27,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,307298,83333,115318,259,57854.135,0.9999911848030845,1,0.472,235.768,1.0,537
Q17,"{""brand"": ""Brand#15"", ""container"": ""MED CAN""}",196001.08,196001.1,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003891,6001215,6001333,106,98000.55,0.9999947959741247,1,0.341,2002.143,1.0,538
Q15,"{""date"": ""1997-09-01""}",149083.57,149615.34,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,408034,242789,111210,434,2933.6341176470587,0.9964390921472882,1,0.236,466.461,1.0,539
Q21,"{""nation"": ""ARGENTINA""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.368,3567.859,100.0,540
Q13,"{""w1"": ""special"", ""w2"": ""packages""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.402,1095.234,42.0,541
Q9,"{""color"": ""plum""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,3.242,3681.629,175.0,542
Q10,"{""date"": ""1994-09-01""}",195114.8,195114.85,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1089078,599455,686054,1716,9291.183333333334,0.9999946185817297,3,1.003,958.174,20.0,543
Q8,"{""nation"": ""CANADA"", ""region"": ""AMERICA"", ""type"": ""LARGE POLISHED BRASS""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.804,369.841,2.0,544
Q20,"{""color"": ""pink"", ""date"": ""1996-01-01"", ""nation"": ""CANADA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.7,1608.594,188.0,545
Q9,"{""color"": ""blanched""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,2.979,3392.37,175.0,546
Q18,"{""q"": 313}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.18,4900.509,9.0,547
Q16,"{""brand"": ""Brand#41"", ""typeprefix"": ""MEDIUM BRUSHED"", ""sizes"": ""3, 4, 5, 9, 21, 25, 45, 50""}",35694.0,35733.71,15884,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,330038,166667,178853,300,2.249525338369531,0.9988607715019935,1,0.443,720.033,18301.0,548
Q5,"{""region"": ""EUROPE"", ""date"": ""1995-01-01""}",86450.85,86450.91,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195866,75699,72546,588,3325.0350000000003,0.9999877388481064,5,2.338,851.309,5.0,549
Q16,"{""brand"": ""Brand#44"", ""typeprefix"": ""ECONOMY BURNISHED"", ""sizes"": ""13, 14, 15, 16, 20, 26, 29, 50""}",36080.09,36120.45,16146,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,335592,166667,179319,300,2.2369759088375547,0.9988549739836026,1,0.44,722.112,18253.0,550
Q1,"{""delta"": 95}",230907.26,230909.52,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2458852,2458820,2458820,969,32987.07428571428,0.99998588197714,0,0.236,2758.028,4.0,551
Q7,"{""nation1"": ""MOROCCO"", ""nation2"": ""CHINA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.685,5213.319,4.0,552
Q14,"{""date"": ""1997-10-01""}",116788.6,116788.61,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,311648,83333,116307,259,58394.305,0.9999913519704364,1,0.341,218.529,1.0,553
Q18,"{""q"": 314}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.219,4936.456,9.0,554
Q16,"{""brand"": ""Brand#22"", ""typeprefix"": ""LARGE BRUSHED"", ""sizes"": ""1, 3, 7, 11, 15, 22, 30, 32""}",36007.98,36048.23,16098,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,334556,166667,179232,300,2.23915957512889,0.9988557314539035,1,0.442,736.486,18354.0,555
Q22,"{""codes"": ""'14', '15', '19', '20', '22', '23', '30'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.426,112.085,7.0,556
Q2,"{""size"": 41, ""type"": ""COPPER"", ""region"": ""AMERICA""}",56710.21,56710.21,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343297,160000,10450,1634,28355.105,0.9999823668019074,7,1.346,628.489,100.0,557
Q9,"{""color"": ""thistle""}",21024.64,21028.21,24,90,14,8,6,1,5,0,0,0,5,1,1,1,0,2,4315,3367,850,541,841.1283999999999,0.9997826832296601,5,3.022,3482.21,175.0,558
Q1,"{""delta"": 75}",231479.41,231481.66,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2475199,2475167,2475167,969,33068.80857142857,0.9999859600714801,0,0.208,2790.351,4.0,559
Q20,"{""color"": ""azure"", ""date"": ""1993-01-01"", ""nation"": ""ROMANIA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.689,1609.272,168.0,560
Q9,"{""color"": ""peach""}",66555.5,66580.67,169,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,369426,333333,339253,575,391.651,0.9996069488794739,5,2.991,3337.09,175.0,561
Q10,"{""date"": ""1993-09-01""}",195742.14,195742.19,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1104345,599455,687062,1716,9321.056666666667,0.9999946358287101,3,1.002,829.825,20.0,562
Q7,"{""nation1"": ""IRAN"", ""nation2"": ""JORDAN""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.647,5052.204,4.0,563
Q22,"{""codes"": ""'10', '17', '19', '22', '23', '25', '27'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.395,106.987,7.0,564
Q8,"{""nation"": ""GERMANY"", ""region"": ""EUROPE"", ""type"": ""LARGE PLATED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.382,361.158,2.0,565
Q8,"{""nation"": ""ETHIOPIA"", ""region"": ""AFRICA"", ""type"": ""LARGE BRUSHED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.36,324.466,2.0,566
Q8,"{""nation"": ""IRAN"", ""region"": ""MIDDLE EAST"", ""type"": ""SMALL POLISHED TIN""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.348,344.442,2.0,567
Q7,"{""nation1"": ""VIETNAM"", ""nation2"": ""SAUDI ARABIA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.61,5415.396,4.0,568
Q4,"{""date"": ""1993-10-01""}",72073.97,72120.53,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,96324,59500,24798,128,12020.088333333333,0.999340557528383,1,0.369,298.883,5.0,569
Q20,"{""color"": ""floral"", ""date"": ""1995-01-01"", ""nation"": ""MOZAMBIQUE""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.716,1638.929,176.0,570
Q19,"{""b1"": ""Brand#13"", ""b2"": ""Brand#25"", ""b3"": ""Brand#42"", ""q1"": 4, ""q2"": 19, ""q3"": 27}",32802.3,32802.31,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,253,202,203,159,16401.155,0.9999692104241921,1,0.543,74.742,1.0,571
Q13,"{""w1"": ""unusual"", ""w2"": ""requests""}",144054.1,144054.6,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2160050,612325,674825,104,716.689552238806,0.9999895873537717,1,0.377,1042.746,42.0,572
Q6,"{""date"": ""1997-01-01"", ""discount"": 0.05, ""quantity"": 24}",169028.14,169028.15,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,992134,942155,49975,108,84514.075,0.9999940246992901,0,0.13,510.43,1.0,573
Q6,"{""date"": ""1994-01-01"", ""discount"": 0.09, ""quantity"": 24}",168005.41,168005.42,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,927039,880122,46913,108,84002.71,0.9999939883249699,0,0.179,499.706,1.0,574
Q6,"{""date"": ""1995-01-01"", ""discount"": 0.05, ""quantity"": 25}",168276.37,168276.38,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,945398,895855,49539,108,84138.19,0.9999939980049606,0,0.119,505.528,1.0,575
Q10,"{""date"": ""1993-06-01""}",194934.97,194935.02,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1084736,599455,685767,1716,9282.619999999999,0.9999946136173294,3,1.028,827.628,20.0,576
Q11,"{""nation"": ""UNITED STATES""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.625,195.561,1031.0,577
Q12,"{""m1"": ""AIR"", ""m2"": ""RAIL"", ""date"": ""1993-01-01""}",210255.2,210491.43,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671782,624951,636651,185,26311.42875,0.9988729760970503,1,0.581,673.295,2.0,578
Q8,"{""nation"": ""PERU"", ""region"": ""AMERICA"", ""type"": ""SMALL PLATED COPPER""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.814,353.136,2.0,579
Q13,"{""w1"": ""special"", ""w2"": ""accounts""}",144054.1,144054.6,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2160050,612325,674825,104,716.689552238806,0.9999895873537717,1,0.351,1072.343,42.0,580
Q4,"{""date"": ""1993-06-01""}",71214.88,71259.62,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92422,57089,23793,128,11876.603333333333,0.9993581307600188,1,0.349,303.411,5.0,581
Q4,"{""date"": ""1994-05-01""}",70842.99,70886.94,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,90739,56049,23360,128,11814.49,0.9993659006031209,1,0.352,299.198,5.0,582
Q9,"{""color"": ""olive""}",77590.88,77623.21,217,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,379725,333333,340937,575,356.0697706422019,0.9995706236495031,5,2.987,3302.442,175.0,583
Q5,"{""region"": ""AMERICA"", ""date"": ""1996-01-01""}",86626.88,86626.94,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196871,76455,72546,588,3331.805384615385,0.9999877637630539,5,2.313,831.959,5.0,584
Q22,"{""codes"": ""'15', '21', '23', '28', '29', '33', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.39,110.399,7.0,585
Q8,"{""nation"": ""ALGERIA"", ""region"": ""AFRICA"", ""type"": ""MEDIUM ANODIZED NICKEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.361,344.678,2.0,586
Q18,"{""q"": 313}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.029,4872.555,9.0,587
Q22,"{""codes"": ""'13', '15', '22', '24', '26', '31', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.402,108.263,7.0,588
Q19,"{""b1"": ""Brand#24"", ""b2"": ""Brand#52"", ""b3"": ""Brand#15"", ""q1"": 1, ""q2"": 20, ""q3"": 30}",33253.08,33253.09,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,259,206,207,159,16626.545,0.9999696277961599,1,0.53,76.541,1.0,589
Q19,"{""b1"": ""Brand#34"", ""b2"": ""Brand#12"", ""b3"": ""Brand#21"", ""q1"": 10, ""q2"": 10, ""q3"": 23}",32916.31,32916.32,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,255,203,204,159,16458.16,0.9999693170646942,1,0.496,73.739,1.0,590
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-23""}",201857.6,201857.63,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1610653,317768,319404,256,18350.693636363638,0.9999948974190501,2,0.66,652.302,10.0,591
Q21,"{""nation"": ""MOZAMBIQUE""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.362,3280.945,100.0,592
Q12,"{""m1"": ""REG AIR"", ""m2"": ""MAIL"", ""date"": ""1993-01-01""}",210259.51,210496.68,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671970,624951,636698,185,26312.085,0.9988685385986202,1,0.389,693.925,2.0,593
Q8,"{""nation"": ""INDONESIA"", ""region"": ""ASIA"", ""type"": ""MEDIUM POLISHED NICKEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.374,342.445,2.0,594
Q18,"{""q"": 314}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.032,4838.695,9.0,595
Q17,"{""brand"": ""Brand#11"", ""container"": ""MED BOX""}",195996.14,195996.15,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003445,6001215,6001318,106,97998.075,0.9999948468638448,1,0.339,1824.891,1.0,596
Q18,"{""q"": 312}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.089,4753.341,10.0,597
Q5,"{""region"": ""MIDDLE EAST"", ""date"": ""1996-01-01""}",86626.88,86626.94,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196871,76455,72546,588,3331.805384615385,0.9999877637630539,5,2.304,819.712,5.0,598
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.04, ""quantity"": 24}",169000.94,169000.95,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,990705,940583,50118,108,84500.475,0.9999940237375958,0,0.119,633.9,1.0,599
Q3,"{""segment"": ""MACHINERY"", ""date"": ""1995-03-07""}",204567.36,204567.39,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1631750,324153,315277,256,18597.035454545457,0.9999949650090123,2,0.703,661.964,10.0,600
Q5,"{""region"": ""AMERICA"", ""date"": ""1997-01-01""}",86251.18,86251.24,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,194841,74928,72546,588,3317.355384615385,0.9999877104640991,5,2.305,822.495,5.0,601
Q16,"{""brand"": ""Brand#45"", ""typeprefix"": ""STANDARD ANODIZED"", ""sizes"": ""5, 7, 16, 29, 34, 39, 40, 41""}",36013.16,36053.41,16101,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,334630,166667,179238,300,2.2390640914172155,0.9988558958529622,1,0.445,720.696,18361.0,602
Q12,"{""m1"": ""TRUCK"", ""m2"": ""REG AIR"", ""date"": ""1997-01-01""}",210340.33,210595.12,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,675494,624951,637579,185,26324.39,0.9987854002248474,1,0.379,707.503,2.0,603
Q17,"{""brand"": ""Brand#12"", ""container"": ""JUMBO BOX""}",195999.85,195999.86,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003779,6001215,6001329,106,97999.93,0.9999948469613859,1,0.319,1764.709,1.0,604
Q15,"{""date"": ""1997-10-01""}",149002.41,149534.18,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,401999,238529,109435,434,2932.042745098039,0.996437159469765,1,0.237,412.017,1.0,605
Q3,"{""segment"": ""FURNITURE"", ""date"": ""1995-03-13""}",200985.29,200985.32,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1603379,316763,316664,256,18271.392727272727,0.9999948752731032,2,0.691,651.059,10.0,606
Q7,"{""nation1"": ""ROMANIA"", ""nation2"": ""ARGENTINA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.679,5418.225,4.0,607
Q10,"{""date"": ""1994-01-01""}",194232.24,194232.29,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1067672,599455,684640,1716,9249.156666666668,0.9999945941295644,3,1.017,807.88,20.0,608
Q2,"{""size"": 15, ""type"": ""NICKEL"", ""region"": ""MIDDLE EAST""}",60528.21,60528.21,1,192,22,8,5,5,4,0,2,0,5,1,1,1,0,2,343518,160000,10515,1634,30264.105,0.9999834790508583,7,1.409,578.017,100.0,609
Q4,"{""date"": ""1994-12-01""}",71037.44,71081.8,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,91613,56590,23585,128,11846.966666666667,0.99936187094487,1,0.385,301.733,5.0,610
Q4,"{""date"": ""1994-04-01""}",71310.12,71355.06,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92861,57361,23906,128,11892.51,0.9993561864262124,1,0.358,296.826,5.0,611
Q12,"{""m1"": ""SHIP"", ""m2"": ""RAIL"", ""date"": ""1993-01-01""}",210255.02,210491.21,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,671774,624951,636649,185,26311.40125,0.9988731649499047,1,0.356,699.606,2.0,612
Q22,"{""codes"": ""'12', '16', '19', '21', '26', '29', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.411,110.965,7.0,613
Q12,"{""m1"": ""REG AIR"", ""m2"": ""AIR"", ""date"": ""1997-01-01""}",210326.99,210578.88,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,674914,624951,637434,185,26322.36,0.9987990780505716,1,0.286,683.596,2.0,614
Q22,"{""codes"": ""'17', '21', '24', '26', '28', '29', '32'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.333,96.446,7.0,615
Q1,"{""delta"": 74}",231508.04,231510.29,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2476017,2475985,2475985,969,33072.89857142857,0.9999859618077374,0,0.21,2773.987,4.0,616
Q11,"{""nation"": ""IRAN""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.645,232.734,1062.0,617
Q5,"{""region"": ""ASIA"", ""date"": ""1997-01-01""}",86251.18,86251.24,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,194841,74928,72546,588,3317.355384615385,0.9999877104640991,5,2.341,838.361,5.0,618
Q15,"{""date"": ""1996-09-01""}",149023.96,149555.74,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,403531,239610,109886,434,2932.4654901960785,0.9964376062222271,1,0.226,441.849,1.0,619
Q18,"{""q"": 315}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.07,4774.038,9.0,620
Q16,"{""brand"": ""Brand#53"", ""typeprefix"": ""ECONOMY BURNISHED"", ""sizes"": ""11, 14, 20, 28, 31, 39, 43, 46""}",35771.51,35811.36,15938,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331156,166667,178947,300,2.2467758328627894,0.9988593323645804,1,0.443,732.936,18204.0,621
Q22,"{""codes"": ""'10', '11', '22', '23', '25', '30', '31'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.425,109.731,7.0,622
Q13,"{""w1"": ""special"", ""w2"": ""requests""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.298,1039.686,42.0,623
Q18,"{""q"": 313}",668875.7,668875.95,100,71,16,11,3,2,2,0,1,1,1,4,2,1,0,2,9176093,6001215,6776183,528,6622.534158415841,0.9999981311958799,3,1.025,4816.301,9.0,624
Q8,"{""nation"": ""ETHIOPIA"", ""region"": ""AFRICA"", ""type"": ""MEDIUM BURNISHED COPPER""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.534,356.257,2.0,625
Q6,"{""date"": ""1995-01-01"", ""discount"": 0.02, ""quantity"": 24}",168261.78,168261.79,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,942792,895855,46933,108,84130.895,0.99999399748453,0,0.12,509.107,1.0,626
